folder,image,ground_truth,prediction,cer
253,38.jpg,"người khác. Thân phận, cuộc sống của họ là bi đát, và điều mỉa mai cũng","người NHÀ. Thân phận, luật ngang của họ đi từ gà đầu mũi nói của cũng",0.38028169014084506
253,39.jpg,"như làm chạnh lòng tôi là có phải họ đã xả thân vì đại nghĩa để rồi gia đình,","như bản chất này, bình phí hạ đã xả 1% nữa, đã gây ảnh hưởng đến "" giá trị "" gia đình",0.6753246753246753
253,40.jpg,"vợ con ly tán, thất nghiệp, lâm vào cảnh đời tan nát như thế sao! Vì sao họ","vô vận bán thôi nghèo, lãnh vực cánh đầu tư mới như thế nào? Vì họ",0.44
253,41.jpg,"đã làm điều đó? Ba năm trôi qua, chắc hẳn đã hàng trăm, ngàn lần","để bán được được Bạc nậm tận nạn, Chốc Hải đã hỏi đưa tôm, người hộ",0.5625
253,42.jpg,"câu hỏi đó tự đến với họ hoặc đến từ người thân, bạn bè đi kèm sự chua",còn hai dự án điện và hộ hành đơn tự người thông báo để hẹn sự chào,0.42857142857142855
253,43.jpg,"chát, ngậm ngùi.","chất, nguyên nhân.",0.5
253,44.jpg,"Và hôm nay, chúng ta cũng cần hỏi câu hỏi này với chính mình.","và bám này, chúng ta cũng còn hồi sẵn hằng vụ chính mình.",0.2459016393442623
254,1.jpg,KHÁI QUÁT VỀ BIỂN ĐẢO VIỆT NAM,KHÁI QUÁT VỀ BIỂN ĐẢO VIỆT NAM,0.0
254,2.jpg,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam,Nước ta gặp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam,0.028985507246376812
254,3.jpg,là một phần biển Đông.,là một phần biển Đông.,0.0
254,4.jpg,"Bờ biển dài 3.260 km, từ Quảng Ninh đến Kiên Giang. Như vậy cứ 100 km2","Bờ biển dài 3.280 km, từ Quảng Ninh đến Kiên Giang. Nhờ vậy cứ 100 km2",0.02857142857142857
254,5.jpg,thì có 1 km bờ biển (trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).,thì có 1 km bờ biển (trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).,0.0
254,6.jpg,"Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với","Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với",0.0
254,7.jpg,diện tích trên 1 triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 /,liên tách trên 1 triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2),0.07352941176470588
254,8.jpg,330.000 km2),330.000 km2.,0.08333333333333333
254,9.jpg,"Trong đó có 2 quần đảo Hoàng Sa, Trường Sa và 2.577 đảo lớn, nhỏ,","Trong đó có 2 quần đảo Hoàng Sa, 2 trường Sa và 2.577 đảo lớn, nhỏ,",0.03076923076923077
254,10.jpg,"gần và xa bờ, hợp thành phòng tuyến bảo vệ, kiểm soát và làm chủ","gần và xa bờ, hợp thành phòng tuyến bảo vệ, kiểm soát và làm chủ",0.0
254,11.jpg,vùng biển.,một biện.,0.5
254,12.jpg,"Có vị trí chiến lược quan trọng : nối liền Thái Bình Dương với Ấn Độ Dương,","Cả vị trí chiến lược quan trọng : nối liền với Bình Dương với Ảnh Địa Dương,",0.10666666666666667
254,13.jpg,"châu Á với châu Âu, châu Úc với Trung Đông. Giao lưu quốc tế thuận","châu Á với châu Âu, châu Úc với Ðông Đông. Giao lưu quốc tế thuận",0.045454545454545456
254,14.jpg,"lợi, phát triển ngành biển.","lời, phát triển ngành biển.",0.037037037037037035
254,15.jpg,Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát,Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát,0.0
254,16.jpg,"triển, tồn tại tốt.","triển, tồn tại tốt.",0.0
254,17.jpg,"Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm.","Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm.",0.0
254,18.jpg,"Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng","Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng",0.0
254,19.jpg,trực tiếp đến sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa,trực tiếp đến sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa,0.0
254,20.jpg,"xã hội, có liên quan trực tiếp đến sự phồn vinh của đất nước, đến văn","xã Hội, có liên quan trực tiếp đến sự phồn vinh của đất nước, đến văn",0.0
254,21.jpg,minh và hạnh phúc của nhân dân.,mình và hạnh phúc của nhân dân.,0.03225806451612903
255,1.jpg,BẢN CHẤT CỦA THÀNH CÔNG,BẢN CHẤT CỦA THÀNH CÔNG,0.0
255,2.jpg,Đã bao giờ bạn tự hỏi thành công là gì mà bao kẻ bỏ cả cuộc đời mình theo đuổi? Phải chăng,để bao giờ bạn tự hỏi thành công là gì mà bao kẻ bỏ cả cuộc đời mình theo đuổi? Phải chăng,0.011111111111111112
255,3.jpg,"đó là kết quả hoàn hảo trong công việc, sự chính xác đến từng chi tiết? Hay đó là cách nói","đã là kết quả hoàn hảo trong công việc, sự chính xác đáng từng chú trọt? Hay đó là cách nói",0.06666666666666667
255,4.jpg,"khác của từ thành đạt, nghĩa là có được một cuộc sống giàu sang, được mọi người nể phục?","khác của từ thành đạt, nghĩa là có được cuộc sống giàu sang, đặc mỹ nghệ, nỗ lực phục ở",0.20454545454545456
255,5.jpg,Vậy thì bạn hãy dành chút thời gian để lặng mình suy ngẫm.,Vậy thì bạn hãy dành chút thời gian để lặng mình suy ngẫm.,0.0
255,6.jpg,Cuộc sống sẽ chỉ cho bạn có những người thành đạt được thành công theo một cách giản dị đến bất,Gieo rộng sẽ chỉ cho bạn có những người thành đạt thành công theo một cách giản dị trên tài,0.17894736842105263
255,7.jpg,ngờ,tốt.,1.3333333333333333
255,8.jpg,"Thành công là khi bố và con trai có dũng khí bước vào bếp, nấu những món ăn mẹ thích nhân","Thành công là khi bố và con trai có dũng khí bước vào bếp, nấu những món ăn mẹ thích nhân",0.0
255,9.jpg,"ngày 8 - 3. Món canh có thể hơi mặn, món cá sốt đáng lẽ phải có màu đỏ sậm thì lại ngả sang","ngày 8 - 3. Món canh có thể hơi mặn, món cá sốt đang lệ phải có màu đỏ sậm thì lại ngả sang",0.02197802197802198
255,10.jpg,"màu... đen cháy. Nhưng nhìn mâm cơm, mẹ vẫn cười. Bởi vì hai bố con không thể thành","màu... đen cháy. Nhưng nhìn màn cơm, mẹ vẫn cười : "" Bởi vì hai bố con không thể thành",0.07228915662650602
255,11.jpg,"công trên "" chiến trường "" bếp núc, nhưng lại thành công khi tặng mẹ "" đoá hồng "" của tình yêu.","công trình "" chiến trường "" bếp núc, nhưng lại thành công khi tôi thấy "" đá bóng "" của tinh yếu.",0.14736842105263157
255,12.jpg,"Một món quà ý nghĩa hơn cả những món quà quý giá, hạnh phúc ấy long lanh in trong mắt","một món quà ý nghĩa hơn cả những món quà già, hành phúc ấy long lanh in trong nỗi",0.10588235294117647
255,13.jpg,mẹ.,mở.,0.3333333333333333
255,14.jpg,"Thành công còn là hình ảnh một cậu bé bị dị tật ở chân, không bao giờ đi lại bình thường","Thành công còn là hình ảnh một cậu bé bị dị tật ở chân, không bao giờ đi lại bình thường",0.0
255,15.jpg,"được. Từ nhỏ cậu đã nuôi ước mơ trở thành cầu thủ bóng đá. Sau bao nỗ lực khổ luyện, cậu","thức. Từ nhỏ cậu đến nuôi ước mơ trở thành cầu thủ bóng đá. Sau bao rồi kéo khổ luyện, cậu",0.125
255,16.jpg,"bé trở thành cầu thủ dự bị trong một đội bóng nhỏ, và chưa bao giờ được chính thức ra sân.","bé tốt thành cầu thủ dự bị trong một đội bóng nhỏ, vô chiều bao giờ được chính thức ra sân.",0.06666666666666667
255,17.jpg,"Nhưng đó không phải là thất bại. Trái lại, thành công đã nở hoa khi cậu bé năm xưa, với bao","Nhưng đó không phải là thách bại. Trái lại, thành công đều nổi hiện nay khi cậu bé năm tuổi, với bảo",0.1978021978021978
255,18.jpg,"nghị lực và quyết tâm, đã chiến thắng hoàn cảnh để theo đuổi ước mơ từ ngày thơ bé.","nghị lực và quyết tâm, đã chiến thắng hoàn cảnh để theo đuổi ước mơ từ ngày thơ bé.",0.0
255,19.jpg,"Thành công ấy, liệu có mấy người đạt được?","Thành công ấy, liệu có mấy người đạt được?",0.0
255,20.jpg,"Sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở thành "" sĩ tử "". Hai bảy điểm,","Sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở thành "" sĩ tử "" tại bảy điểm,",0.030303030303030304
255,21.jpg,cao thật đấy. Nhưng cao mà làm gì khi NV1 lấy tới hai bảy phẩy năm? Đó thật ra không phải,cho thật đấy. Nhưng cao mà làm gì khi NV2 lấy tới hai bảy phẩy năm trở thật ra không phải?,0.07865168539325842
255,22.jpg,"là thất bại, chỉ là khi thành công - bị - trì - hoãn mà thôi. Cuộc sống vẫn chào đón họ với","là thoát bại, chở lộ khi thanh công - bị - tội - hoặc mua thịt. Quê sống vẫn chào đón họ với",0.17582417582417584
255,23.jpg,"NV2, NV3. Quan trọng là họ đã nỗ lực hết sức để khẳng định mình. Đó là ý nghĩa vẹn nguyên","NV2, NV3. Quan trọng là họ đã nỗ lực hết sức để khẳng định mình. Đó là ý nghĩa văn nguyên",0.011235955056179775
255,24.jpg,"của các kỳ thi, và cũng là bản chất của thành công.","của các kỳ thi, và cũng là bản chất của thành công.",0.0
